username,ip_score,time_score,device_score,frequency,geo_score,label
user270,0.92,0.92,0.86,3,0.61,1
user166,0.32,0.33,0.71,6,0.47,0
user222,0.51,0.33,0.8,3,0.56,0
user366,0.56,0.67,0.7,7,0.22,0
user230,0.61,0.58,0.74,1,0.61,0
user442,1.0,0.83,0.97,4,0.35,0
user25,0.81,0.08,0.59,2,0.85,0
user79,1.0,0.0,0.99,9,0.37,0
user497,0.48,0.67,0.7,8,0.2,0
user426,0.89,0.5,0.68,10,0.03,0
user476,0.51,0.25,0.53,1,0.0,0
user291,0.4,0.75,0.59,4,0.63,0
user486,0.43,0.75,0.81,8,0.68,0
user169,0.69,0.75,0.61,8,0.65,1
user295,0.8,0.17,0.58,9,0.38,0
user303,0.84,0.67,0.98,3,0.03,0
user464,0.68,0.75,0.82,6,0.66,1
user141,0.61,0.5,0.79,7,0.35,0
user412,0.62,0.42,0.69,1,0.32,0
user323,0.97,0.42,0.81,3,0.17,0
user289,0.37,0.33,0.54,10,0.31,0
user78,0.43,1.0,0.53,9,0.0,0
user328,0.75,0.58,0.64,2,0.51,0
user173,0.4,0.17,0.99,9,0.55,0
user235,0.4,0.83,0.91,1,0.57,0
user291,0.3,0.83,0.77,3,0.5,0
user164,0.32,0.17,0.94,9,0.3,0
user196,0.57,0.5,0.24,8,0.18,0
user363,0.85,0.33,0.81,4,0.67,0
user143,0.53,0.75,0.68,4,0.91,0
user76,0.61,0.33,0.75,1,0.33,0
user3,0.39,1.0,0.86,4,0.54,0
user91,0.67,0.83,0.08,3,0.22,0
user255,0.97,0.83,0.67,9,0.69,1
user215,0.52,0.67,0.79,7,0.53,0
user492,0.91,0.25,0.75,5,0.49,0
user276,0.84,0.83,0.69,7,0.05,0
user273,0.65,0.08,0.67,9,0.09,0
user398,0.49,1.0,0.75,8,0.41,0
user57,0.84,0.83,0.55,7,0.23,0
user281,0.91,0.42,0.86,10,0.08,0
user251,0.49,0.75,0.76,9,0.58,0
user47,0.75,0.08,0.55,1,0.09,0
user346,0.81,0.83,0.97,3,0.17,0
user189,0.85,0.08,0.82,2,0.53,0
user39,0.32,0.92,0.82,2,0.43,0
user119,0.98,0.25,0.97,10,0.26,0
user64,0.55,0.42,0.86,7,0.49,0
user411,0.73,0.0,0.59,2,0.46,0
user448,0.64,0.33,0.47,10,0.44,0
user60,0.82,0.58,0.57,7,0.53,0
user61,0.62,0.92,0.92,8,0.53,1
user283,0.47,0.83,0.16,4,0.62,0
user257,0.74,0.33,0.88,5,0.37,0
user197,0.83,0.33,0.0,8,0.15,0
user343,0.32,0.83,0.09,7,0.61,0
user156,0.42,1.0,0.86,8,0.7,0
user102,0.57,0.92,0.83,10,0.14,0
user70,0.51,0.17,0.73,3,0.3,0
user391,0.84,0.33,0.51,8,0.54,0
user10,0.84,0.25,0.68,8,0.26,0
user290,0.5,0.33,0.51,6,0.54,0
user371,0.71,0.0,0.7,8,0.22,0
user5,0.66,0.17,0.94,4,0.59,0
user301,0.48,0.17,0.52,7,0.21,0
user52,0.48,0.58,0.65,3,0.61,0
user332,0.77,0.58,0.59,5,0.27,0
user403,0.37,0.58,0.67,4,0.47,0
user373,0.99,0.5,0.98,1,0.7,0
user13,0.39,0.75,0.11,3,0.44,0
user201,0.88,0.17,0.91,4,0.32,0
user223,0.96,0.08,0.86,2,0.34,0
user425,0.79,0.33,0.83,7,0.07,0
user404,0.89,0.83,0.77,1,0.57,1
user79,0.75,0.25,0.81,4,0.67,0
user493,0.45,0.17,0.63,10,0.01,0
user237,0.41,0.58,0.39,3,0.56,0
user424,0.78,0.25,0.78,1,0.05,0
user209,0.84,0.33,0.57,2,0.46,0
user423,0.76,0.75,0.82,3,0.31,0
user337,0.98,0.0,0.5,5,0.99,0
user367,0.89,0.67,0.57,6,0.54,1
user386,0.9,0.67,0.24,1,0.62,0
user448,0.99,0.33,0.69,5,0.66,0
user176,0.83,0.25,0.69,8,0.16,0
user346,0.97,0.67,0.56,9,0.18,0
user92,0.45,0.08,0.55,2,0.05,0
user64,0.65,0.83,0.65,3,0.55,1
user51,0.69,0.5,0.61,8,0.15,0
user386,0.96,0.17,0.06,1,0.57,0
user214,0.61,0.92,0.93,9,0.63,1
user164,0.52,0.58,0.58,2,0.25,0
user80,0.59,0.25,0.68,2,0.42,0
user17,0.93,0.75,0.54,8,0.52,1
user150,0.74,0.75,0.76,4,0.7,1
user124,0.73,0.08,0.71,10,0.28,0
user40,0.32,0.33,1.0,10,0.18,0
user4,0.43,0.58,0.84,4,0.01,0
user370,0.82,0.5,0.64,10,0.93,0
user318,0.68,0.75,0.55,5,0.2,0
user198,0.83,0.33,0.91,3,0.11,0
user42,0.62,0.25,0.63,9,0.59,0
user259,0.66,0.58,0.26,2,0.92,0
user162,0.89,0.42,0.62,4,0.17,0
user333,0.8,0.83,0.97,8,0.42,0
user97,0.8,0.75,0.37,4,0.04,0
user114,0.43,0.75,0.79,8,0.15,0
user190,0.44,0.58,1.0,8,0.18,0
user181,0.35,0.33,0.61,3,0.54,0
user453,0.65,0.92,0.93,1,0.42,0
user477,0.39,0.33,0.7,6,0.55,0
user159,0.89,1.0,0.69,3,0.23,0
user333,0.35,0.92,0.85,6,0.68,0
user493,0.65,0.92,0.67,9,0.15,0
user293,0.61,0.17,0.42,4,0.89,0
user10,0.53,0.5,0.76,2,0.68,0
user353,0.69,0.75,0.99,2,0.58,1
user328,0.9,0.25,0.76,3,0.63,0
user366,0.66,0.92,0.55,5,0.8,1
user347,0.34,0.42,0.61,1,0.19,0
user196,0.59,0.92,0.46,4,0.59,0
user302,0.59,0.33,0.73,9,0.07,0
user384,0.89,0.17,0.7,6,0.2,0
user60,0.56,0.75,0.59,7,0.73,0
user481,0.76,0.17,0.92,2,0.5,0
user211,0.62,0.42,0.82,3,0.29,0
user358,0.6,0.08,0.97,3,0.3,0
user43,0.38,0.17,0.65,4,0.4,0
user495,0.96,0.33,0.93,9,0.29,0
user463,0.44,0.42,0.61,1,0.68,0
user322,0.33,0.92,0.46,9,0.57,0
user116,0.35,0.67,0.96,3,0.58,0
user228,0.57,0.25,0.96,4,0.09,0
user495,0.78,0.58,0.84,10,0.16,0
user430,0.65,0.08,0.53,5,0.54,0
user24,0.36,0.08,0.79,8,0.04,0
user373,0.61,0.42,0.29,7,0.48,0
user313,0.88,1.0,0.57,9,0.44,0
user406,0.44,0.42,0.95,8,0.21,0
user349,0.42,0.17,0.83,8,0.12,0
user142,0.94,1.0,0.53,2,0.19,0
user293,0.48,0.25,0.72,9,0.65,0
user249,0.91,0.5,0.72,8,0.21,0
user154,0.82,0.83,0.51,7,0.68,1
user131,0.38,0.17,0.62,9,0.57,0
user289,0.84,0.92,0.81,8,0.16,0
user499,0.71,0.5,1.0,3,0.67,0
user304,0.96,0.5,0.84,2,0.37,0
user97,0.43,0.42,0.73,10,0.06,0
user245,0.96,0.83,0.97,5,0.21,0
user361,0.31,0.33,0.68,4,0.41,0
user194,0.96,0.25,0.57,7,0.43,0
user399,0.44,0.92,0.76,8,0.1,0
user371,0.56,0.08,0.94,9,0.05,0
user379,0.84,0.75,0.55,3,0.65,1
user14,0.85,0.92,0.88,4,0.62,1
user67,0.82,0.42,0.39,6,0.64,0
user456,0.4,0.58,0.8,5,0.61,0
user428,0.47,0.5,0.64,5,0.69,0
user482,0.74,0.42,0.88,2,0.4,0
user218,0.5,0.17,0.63,2,0.37,0
user292,0.69,0.33,0.78,4,0.68,0
user70,0.49,0.5,0.95,7,0.08,0
user174,0.94,0.08,0.86,2,0.03,0
user405,0.83,0.42,0.89,3,0.3,0
user275,0.3,0.33,0.2,10,0.64,0
user358,0.69,0.0,0.79,6,0.65,0
user84,0.93,0.25,0.94,4,0.09,0
user44,0.47,0.33,0.26,4,0.43,0
user440,0.94,0.92,0.79,6,0.03,0
user85,0.66,0.58,0.65,8,0.97,0
user203,0.66,0.67,0.7,2,0.49,0
user36,0.99,0.75,0.64,6,0.26,0
user288,0.58,0.08,0.95,9,0.6,0
user452,0.55,0.42,0.87,10,0.06,0
user54,0.87,0.75,0.68,2,0.68,1
user320,0.34,1.0,0.98,7,0.22,0
user383,0.81,0.92,0.84,10,0.27,0
user249,0.3,0.33,0.52,2,0.02,0
user370,0.93,0.17,0.54,9,0.48,0
user229,0.99,0.83,0.61,2,0.35,0
user454,0.35,0.5,0.79,5,0.57,0
user306,0.94,0.83,0.9,7,0.03,0
user189,0.85,0.25,0.93,6,0.64,0
user333,0.56,0.67,0.85,3,0.28,0
user334,0.76,0.33,0.85,3,0.24,0
user141,0.81,0.5,0.87,9,0.18,0
user68,0.39,0.5,0.94,4,0.63,0
user347,0.73,0.17,0.73,1,0.52,0
user256,0.64,0.75,0.95,8,0.13,0
user104,0.93,0.33,0.07,7,0.11,0
user148,0.63,0.42,0.66,10,0.28,0
user169,0.99,0.75,1.0,8,0.04,0
user79,0.89,0.58,0.87,5,0.24,0
user266,0.85,0.08,0.51,1,0.09,0
user132,0.46,0.75,0.9,8,0.39,0
user387,0.54,0.5,0.7,1,0.45,0
user452,0.89,0.67,0.78,7,0.26,0
user14,0.72,0.0,0.97,4,0.55,0
user257,0.57,0.58,0.53,7,0.3,0
user88,0.51,0.67,0.73,8,0.23,0
user12,0.79,0.25,0.62,6,0.02,0
user30,0.37,0.25,0.58,2,0.2,0
user280,0.89,0.5,0.4,2,0.64,0
user68,0.36,0.5,0.64,6,0.93,0
user79,0.4,0.0,0.73,6,0.66,0
user212,0.52,0.17,0.7,5,0.44,0
user169,0.94,0.58,0.82,6,0.47,0
user144,0.6,0.75,0.9,4,0.63,0
user286,0.68,0.92,0.92,10,0.46,0
user115,0.87,0.5,0.87,2,0.12,0
user323,0.97,0.75,0.62,5,0.31,0
user182,0.92,0.75,0.9,8,0.62,1
user102,0.96,0.92,0.88,6,0.37,0
user21,0.47,0.75,0.81,8,0.41,0
user37,0.33,0.42,0.62,5,0.08,0
user159,0.95,0.92,0.78,7,0.21,0
user6,0.9,0.17,0.59,3,0.34,0
user112,0.91,0.5,0.67,2,0.4,0
user377,0.57,0.67,0.58,2,0.54,0
user7,0.7,0.5,0.69,3,0.77,0
user54,0.71,0.17,0.93,6,0.64,0
user109,0.82,0.58,0.63,1,0.42,0
user244,0.83,0.25,0.79,5,0.66,0
user6,0.65,0.42,0.73,6,0.19,0
user381,0.4,0.08,0.57,1,0.39,0
user44,0.72,0.92,0.72,5,0.01,0
user64,0.75,0.75,0.53,4,0.03,0
user5,0.62,0.75,0.74,2,0.44,0
user474,0.73,0.08,0.71,5,0.07,0
user168,0.84,0.42,0.91,4,0.66,0
user1,0.42,0.25,0.87,5,0.32,0
user337,0.35,0.33,0.93,10,0.17,0
user494,0.67,0.33,0.61,5,0.55,0
user327,0.63,0.08,0.92,6,0.09,0
user376,0.51,0.42,0.94,10,0.57,0
user410,0.77,0.58,0.7,4,0.56,0
user225,0.92,1.0,0.54,10,0.65,1
user358,0.56,0.5,0.03,8,0.6,0
user50,0.37,0.5,0.95,7,0.24,0
user275,0.75,0.25,0.44,3,0.75,0
user338,0.76,0.58,0.51,6,0.03,0
user217,0.97,0.08,0.65,8,0.21,0
user465,0.78,0.83,0.78,8,0.22,0
user148,0.93,0.58,0.55,6,0.42,0
user197,0.45,1.0,0.39,5,0.53,0
user374,0.62,0.58,0.5,3,0.61,0
user347,0.54,0.42,0.93,7,0.52,0
user462,0.81,0.92,0.67,5,0.64,1
user268,0.78,0.92,0.9,6,0.64,1
user26,0.81,0.0,0.86,6,0.34,0
user263,0.66,0.0,0.82,2,0.06,0
user80,0.99,0.5,0.93,7,0.0,0
user413,0.52,0.33,0.09,6,0.15,0
user419,0.88,0.33,0.08,9,0.06,0
user81,0.39,0.75,0.83,10,0.03,0
user147,0.64,0.67,0.98,5,0.39,0
user344,0.46,0.67,0.71,6,0.26,0
user454,0.96,1.0,0.59,3,0.57,1
user390,0.71,0.83,0.92,10,0.15,0
user400,0.56,0.17,0.72,6,0.3,0
user251,0.97,0.08,0.98,5,0.05,0
user421,0.32,0.42,0.69,6,0.1,0
user304,0.98,0.25,0.96,3,0.25,0
user387,0.48,0.08,0.83,2,0.1,0
user59,0.63,0.17,0.87,7,0.24,0
user449,0.84,0.17,0.65,7,0.46,0
user337,0.53,0.17,0.61,6,0.86,0
user393,0.74,0.67,1.0,10,0.14,0
user436,0.76,0.58,0.57,8,0.62,0
user396,0.56,0.67,0.57,1,0.3,0
user91,0.73,0.92,0.96,5,0.33,0
user463,0.72,0.08,0.81,5,0.42,0
user109,0.38,0.75,0.93,8,0.34,0
user347,0.53,0.08,0.78,1,0.08,0
user136,0.37,0.83,0.89,1,0.5,0
user105,0.39,0.33,0.59,6,0.07,0
user4,0.69,0.5,0.84,3,0.14,0
user165,0.74,0.5,0.76,1,0.19,0
user281,0.68,0.33,0.8,9,0.57,0
user306,0.63,0.5,0.86,7,0.29,0
user89,0.92,0.33,0.56,10,0.23,0
user333,0.91,0.75,0.58,9,0.67,1
user404,0.86,0.58,0.85,5,0.7,0
user382,0.76,0.5,0.69,3,0.59,0
user479,0.41,0.33,0.59,4,0.2,0
user265,0.41,0.5,0.84,10,0.28,0
user253,0.31,0.08,0.52,10,0.47,0
user362,0.68,0.25,0.66,8,0.61,0
user46,0.42,0.0,0.9,3,0.54,0
user221,0.57,0.5,0.7,2,0.97,0
user262,0.57,0.75,0.56,9,0.23,0
user138,0.55,0.58,0.74,8,0.69,0
user263,0.3,0.92,0.51,4,0.34,0
user281,0.59,0.0,0.92,3,0.21,0
user232,0.58,0.92,0.76,3,0.6,0
user156,0.74,0.67,0.98,6,0.56,1
user144,0.68,0.33,0.64,4,0.3,0
user319,0.42,0.75,0.53,7,0.34,0
user212,1.0,0.25,0.94,7,0.3,0
user276,0.49,0.58,0.63,2,0.44,0
user102,0.76,0.92,0.94,9,0.05,0
user236,0.98,0.17,0.52,4,0.55,0
user233,0.3,0.5,0.66,1,0.16,0
user302,0.9,0.67,0.57,5,0.59,1
user393,0.92,0.92,0.64,10,0.69,1
user73,0.63,0.17,0.94,6,0.09,0
user78,0.65,0.33,0.51,4,0.21,0
user366,0.52,1.0,0.8,8,0.37,0
user321,0.3,0.5,0.31,1,0.6,0
user349,0.72,0.83,0.71,3,0.42,0
user186,0.67,0.5,0.85,7,0.19,0
user190,0.95,0.58,0.98,7,0.43,0
user257,0.57,0.75,0.55,4,0.37,0
user396,0.3,0.42,0.8,4,0.19,0
user65,0.42,0.58,0.55,4,0.92,0
user15,0.65,0.33,0.59,2,0.17,0
user462,0.6,0.67,0.93,8,0.44,0
user423,0.64,0.25,0.08,1,0.33,0
user153,0.68,0.08,0.82,3,0.25,0
user253,0.82,0.75,0.52,3,0.6,1
user328,0.5,0.42,0.77,8,0.11,0
user295,0.86,0.42,0.84,4,0.56,0
user152,0.32,0.5,0.94,9,0.29,0
user208,0.45,0.08,0.68,1,0.67,0
user498,0.53,0.75,0.7,4,0.25,0
user392,0.51,0.83,0.53,6,0.28,0
user381,0.54,0.17,0.82,10,0.25,0
user53,0.46,0.58,0.39,7,0.68,0
user192,0.9,0.25,0.56,10,0.61,0
user237,0.66,0.83,0.67,4,0.46,0
user88,0.93,0.17,0.85,1,0.69,0
user188,0.33,0.17,0.91,7,0.55,0
user95,0.45,0.75,0.77,2,0.17,0
user251,0.45,0.0,0.79,6,0.75,0
user339,0.66,0.33,0.88,6,0.68,0
user213,0.44,0.08,0.53,2,0.01,0
user37,0.7,0.08,0.79,10,0.54,0
user371,0.68,0.25,0.81,4,0.48,0
user451,0.86,0.33,0.72,7,0.11,0
user24,0.72,0.25,0.5,7,0.17,0
user44,0.91,0.17,0.82,6,0.54,0
user355,0.72,0.25,0.69,6,0.15,0
user466,0.67,0.17,0.78,4,0.67,0
user500,0.71,0.17,0.31,4,0.34,0
user399,0.49,0.33,0.88,2,0.01,0
user246,0.37,0.75,0.76,8,0.33,0
user356,0.54,0.67,0.95,6,0.36,0
user171,0.54,0.75,0.96,1,0.02,0
user104,0.6,0.83,0.06,4,0.7,0
user421,0.41,0.75,0.75,10,0.53,0
user98,0.33,0.92,0.8,8,0.01,0
user471,1.0,0.25,0.9,1,0.65,0
user353,0.36,0.25,0.86,6,0.47,0
user262,0.74,0.33,0.99,6,0.28,0
user273,0.75,0.92,0.81,1,0.48,0
user382,0.69,1.0,0.88,4,0.22,0
user341,0.7,1.0,0.81,8,0.66,1
user151,0.57,0.92,0.5,5,0.46,0
user213,0.72,0.42,0.71,5,0.09,0
user41,0.49,0.17,0.66,6,0.4,0
user245,0.84,0.25,0.6,7,0.56,0
user380,0.51,0.75,0.18,2,0.09,0
user350,0.44,0.42,0.74,8,0.08,0
user378,0.53,0.75,0.75,9,0.61,0
user289,0.45,0.58,0.53,9,0.62,0
user146,0.5,0.08,0.79,10,0.47,0
user277,0.38,0.42,0.53,5,0.54,0
user17,0.44,0.33,0.73,8,0.0,0
user153,0.95,0.42,0.61,10,0.42,0
user401,0.48,0.75,0.69,8,0.37,0
user28,0.49,1.0,0.88,7,0.7,0
user200,0.83,0.67,0.53,10,0.14,0
user403,0.4,0.58,0.77,6,0.64,0
user185,0.58,0.92,0.7,8,0.65,0
user340,0.48,0.58,0.61,10,0.68,0
user471,0.61,0.83,0.5,7,0.17,0
user414,0.38,0.42,0.9,4,0.11,0
user284,0.69,0.42,0.57,7,0.19,0
user167,0.48,0.83,0.27,7,0.12,0
user162,0.47,0.67,0.86,2,0.44,0
user28,0.58,0.17,0.61,7,0.01,0
user282,0.73,0.5,0.95,9,0.64,0
user404,0.41,0.42,0.65,1,0.69,0
user460,0.43,0.92,0.65,2,0.64,0
user386,0.7,0.58,0.9,2,0.08,0
user67,0.73,0.33,0.81,5,0.61,0
user82,0.82,0.17,0.79,6,0.13,0
user55,0.61,0.5,0.83,7,0.43,0
user211,0.5,0.92,0.57,1,0.53,0
user471,0.51,1.0,0.98,2,0.44,0
user160,0.94,0.08,0.82,9,0.38,0
user303,0.44,0.5,0.81,5,0.91,0
user98,0.48,0.17,0.95,9,0.45,0
user385,0.67,0.58,0.96,2,0.88,0
user3,0.39,0.58,0.76,3,0.63,0
user352,0.44,0.0,0.86,3,0.21,0
user59,0.81,0.5,0.97,4,0.38,0
user269,0.7,0.92,0.75,3,0.6,1
user124,0.86,0.83,0.71,1,0.17,0
user392,0.84,0.25,0.93,8,0.73,0
user357,0.84,1.0,0.74,3,0.16,0
user225,0.46,0.17,0.98,6,0.7,0
user101,0.52,1.0,0.95,1,0.18,0
user375,0.34,0.17,0.76,1,0.23,0
user143,0.33,0.58,0.62,5,0.24,0
user168,0.51,0.67,0.36,8,0.47,0
user61,0.5,0.83,0.87,5,0.03,0
user66,1.0,0.33,0.81,5,0.6,0
user416,0.86,0.08,0.75,10,0.35,0
user322,0.98,0.67,0.77,7,0.39,0
user482,0.56,0.75,0.9,9,0.52,0
user389,0.44,0.17,0.68,4,0.2,0
user384,0.6,0.58,0.08,6,0.52,0
user107,0.65,0.67,0.78,8,0.88,1
user233,0.61,0.92,1.0,1,0.44,0
user29,0.98,0.33,0.86,6,0.56,0
user142,0.64,0.08,0.84,10,0.44,0
user131,0.56,0.17,0.78,1,0.55,0
user266,0.96,0.67,0.71,7,0.55,1
user86,0.72,0.75,0.84,4,0.44,0
user299,0.9,0.75,0.73,5,0.07,0
user483,0.31,0.5,0.52,6,0.5,0
user137,0.9,0.92,0.52,9,0.65,1
user307,0.6,1.0,0.9,3,0.42,0
user41,0.61,0.5,0.68,3,0.95,0
user91,0.65,0.58,0.54,4,0.61,0
user364,0.43,0.75,0.5,5,0.1,0
user352,0.63,0.08,0.95,9,0.46,0
user267,0.33,0.92,0.9,2,0.09,0
user379,0.81,0.17,0.19,5,0.68,0
user411,0.51,0.5,0.83,10,0.32,0
user66,0.9,0.92,0.72,6,0.08,0
user309,0.86,0.92,0.93,9,0.11,0
user127,0.82,0.25,0.77,2,0.92,0
user484,0.62,0.67,0.77,4,0.07,0
user212,0.65,0.0,0.7,10,0.58,0
user205,0.4,0.08,0.66,10,0.41,0
user205,0.5,0.42,0.76,6,0.15,0
user206,0.73,0.33,0.59,9,0.58,0
user274,0.51,0.58,0.82,8,0.3,0
user38,0.55,0.75,0.9,5,0.6,0
user45,0.54,0.67,0.61,6,0.6,0
user374,0.83,0.83,0.78,4,0.34,0
user25,0.36,0.0,0.74,6,0.4,0
user475,0.97,0.5,0.96,6,0.16,0
user10,0.42,0.25,0.75,1,0.11,0
user368,0.41,0.92,0.65,10,0.22,0
user192,0.55,0.33,0.76,7,0.34,0
user134,0.34,0.75,0.05,9,0.03,0
user394,0.61,0.58,0.75,7,0.7,0
user308,0.64,0.0,0.67,2,0.27,0
user431,0.36,0.42,0.57,10,0.19,0
user447,0.55,0.08,0.71,3,0.55,0
user154,0.45,0.5,0.83,9,0.22,0
user273,0.37,0.58,0.92,7,0.62,0
user137,0.48,0.17,0.57,4,0.66,0
user452,0.95,0.58,0.98,1,0.41,0
user332,0.78,0.25,0.74,3,0.14,0
user499,0.88,0.33,0.54,2,0.99,0
user85,0.38,0.92,0.59,2,0.2,0
user340,0.69,0.25,0.85,5,0.67,0
user157,0.74,0.0,0.94,1,0.58,0
user171,0.42,0.5,0.99,6,0.5,0
user237,0.97,0.0,0.69,4,0.57,0
user382,0.45,1.0,0.98,3,0.06,0
user460,0.43,0.17,0.92,9,0.59,0
user40,0.8,0.33,0.7,9,0.34,0
user482,0.89,0.33,0.65,10,0.11,0
user220,0.5,1.0,0.75,1,0.02,0
user247,0.68,0.5,0.82,7,0.42,0
user151,0.89,0.67,0.61,1,0.51,1
user327,0.54,0.83,0.84,10,0.27,0
user267,0.64,0.75,0.84,7,0.39,0
user142,0.58,0.5,0.89,3,0.64,0
user362,0.7,0.58,0.92,1,0.51,0
user353,0.76,0.75,0.53,5,0.15,0
user462,0.69,0.25,0.16,9,0.36,0
user440,0.39,0.17,0.75,2,0.29,0
user280,0.77,0.83,0.73,7,0.46,0
user319,0.97,0.42,0.63,2,0.22,0
user326,0.68,0.83,0.09,4,0.32,0
user314,0.59,1.0,0.83,2,0.3,0
user59,0.37,0.33,0.52,6,0.51,0
user45,0.83,0.33,0.95,5,0.61,0
user274,0.53,0.5,0.77,2,0.04,0
user93,0.49,0.83,0.9,4,0.66,0
user221,0.75,0.83,0.64,5,0.29,0
user102,0.62,0.42,0.61,3,0.01,0
user332,0.5,0.58,0.88,7,0.16,0
user27,0.83,0.42,0.65,8,0.33,0
user495,0.6,0.17,0.81,5,0.23,0
user313,0.7,0.58,0.07,5,0.3,0
user55,0.69,0.25,0.56,4,0.17,0
user148,0.6,0.75,0.86,2,0.19,0
user11,0.62,0.83,0.81,3,0.5,0
user367,0.71,0.42,0.87,2,0.38,0
user431,0.99,0.75,0.92,2,0.01,0
user74,0.33,0.17,0.01,7,0.28,0
user480,0.93,0.67,0.85,4,0.23,0
user45,0.93,0.83,0.6,4,0.23,0
user100,0.31,0.92,0.61,10,0.45,0
user378,0.5,0.5,0.83,7,0.06,0
user113,0.35,0.92,0.96,1,0.13,0
user367,0.72,0.33,0.93,9,0.57,0
user55,0.8,0.67,0.6,10,0.63,1
user288,0.65,0.33,0.92,3,0.11,0
user69,0.99,0.75,0.89,2,0.51,1
user223,0.75,0.17,0.59,8,0.6,0
user198,0.81,0.67,0.68,3,0.35,0
user326,0.6,0.5,0.77,3,0.73,0
user356,0.91,0.33,0.73,7,0.34,0
user65,0.55,0.0,0.63,10,0.0,0
user176,0.85,0.75,0.52,2,0.69,1
user474,0.33,1.0,0.7,5,0.22,0
user192,0.64,0.42,0.88,1,0.17,0
user101,0.91,0.33,0.92,9,0.68,0
user142,0.85,0.0,0.71,9,0.19,0
user309,0.37,0.08,0.77,9,0.22,0
user76,0.36,0.58,0.93,1,0.5,0
user146,0.86,0.33,0.58,8,0.44,0
user335,0.95,0.17,0.67,8,0.52,0
user439,0.31,0.75,0.51,3,0.06,0
user25,0.32,0.58,0.85,7,0.58,0
user257,0.97,0.42,0.81,1,0.57,0
user383,0.8,0.92,0.81,3,0.52,1
user190,0.54,0.83,0.66,7,0.28,0
user295,0.51,0.5,0.12,7,0.68,0
user440,0.31,0.0,0.68,9,0.62,0
user294,0.35,1.0,0.42,6,0.08,0
user173,0.89,0.25,0.98,9,0.48,0
user250,0.6,0.33,0.7,3,0.43,0
user208,0.9,0.83,0.82,3,0.02,0
user31,0.48,0.92,0.61,7,0.56,0
user222,0.42,0.92,0.89,3,0.4,0
user287,0.4,0.42,0.68,7,0.17,0
user156,0.98,0.67,0.51,1,0.2,0
user400,0.56,0.33,0.84,2,0.6,0
user327,0.63,0.17,0.61,9,0.25,0
user456,0.51,0.58,0.97,4,0.62,0
user221,0.85,0.83,0.97,10,0.5,0
user416,0.7,0.42,0.72,7,0.43,0
user335,0.96,0.83,0.65,7,0.32,0
user16,0.54,0.17,0.65,10,0.35,0
user83,0.94,0.08,0.86,8,0.56,0
user211,0.86,0.75,0.56,7,0.69,1
user36,0.63,0.58,0.83,3,0.01,0
user337,0.69,0.33,0.8,3,0.06,0
user453,0.43,0.25,0.95,10,0.09,0
user334,0.84,0.33,0.62,7,0.3,0
user403,0.48,0.17,0.84,2,0.05,0
user449,0.33,0.67,0.84,8,0.16,0
user206,0.88,0.58,0.76,2,0.17,0
user350,0.5,0.5,0.99,8,0.47,0
user5,0.82,0.17,0.96,4,0.6,0
user353,0.94,1.0,0.45,7,0.19,0
user463,0.79,0.67,0.59,8,0.57,1
user187,0.35,0.75,0.66,8,0.94,0
user29,0.3,0.58,0.94,9,0.69,0
user437,0.63,0.92,0.84,1,0.61,1
user381,0.82,0.33,0.88,9,0.2,0
user145,0.63,0.25,0.98,7,0.29,0
user215,0.47,0.5,0.38,9,0.68,0
user137,0.45,0.83,0.76,7,0.58,0
user78,0.59,0.42,0.95,8,0.44,0
user310,0.82,0.17,0.95,3,0.69,0
user251,0.57,0.75,0.63,5,0.08,0
user122,0.81,0.67,0.6,7,0.11,0
user276,0.69,0.92,0.73,7,0.05,0
user261,0.46,0.33,0.79,8,0.03,0
user302,0.52,0.58,0.65,8,0.2,0
user173,0.44,0.17,0.79,9,0.34,0
user51,0.37,0.92,0.72,2,0.28,0
user423,0.64,0.42,0.66,5,0.09,0
user463,0.4,0.75,0.4,1,0.16,0
user135,0.63,0.0,0.68,6,0.55,0
user175,0.54,0.25,0.9,1,0.67,0
user322,0.88,0.75,0.98,8,0.5,0
user370,0.99,0.17,0.51,9,0.29,0
user56,0.45,0.17,0.64,10,0.51,0
user449,0.85,0.92,0.58,10,0.03,0
user5,0.9,0.33,0.96,3,0.05,0
user350,0.87,1.0,0.89,9,0.3,0
user70,0.85,0.67,0.61,10,0.07,0
user135,0.56,0.08,0.51,9,0.15,0
user411,0.92,0.42,0.56,5,0.66,0
user139,0.62,0.17,0.71,3,0.51,0
user23,0.54,0.0,0.91,3,0.25,0
user265,0.45,0.75,0.91,2,0.37,0
user382,0.36,0.75,0.79,9,0.31,0
user365,0.96,0.58,0.68,8,0.64,0
user147,0.41,0.5,0.55,9,0.5,0
user115,0.88,0.75,0.52,4,0.3,0
user162,0.64,0.33,0.63,6,0.59,0
user224,0.98,0.33,0.69,2,0.11,0
user396,0.31,0.83,0.99,1,0.35,0
user175,0.88,0.67,0.86,6,0.43,0
user99,0.38,0.5,0.81,3,0.36,0
user417,0.74,0.83,0.85,5,0.69,1
user456,0.51,0.92,0.92,5,0.29,0
user117,0.67,1.0,0.54,9,0.63,1
user53,0.5,0.5,0.86,10,0.46,0
user299,0.84,0.25,0.99,5,0.05,0
user409,0.48,0.83,0.78,3,0.46,0
user38,0.68,0.83,0.94,5,0.29,0
user226,0.3,0.33,0.78,9,0.59,0
user140,0.3,0.08,0.85,7,0.36,0
